strategy,entry_time,exit_time,direction,entry,exit,size,risk_dist,pnl,r_mult,reason
London breakout,2025-10-22 08:00:00,2025-10-22 23:00:00,SHORT,4022.75,4090.94,23.3762,138.42,-1605.64,-0.49,eod
London breakout,2025-10-23 09:00:00,2025-10-23 23:00:00,LONG,4137.45,4122.12,55.5276,57.98,-878.61,-0.26,eod
London breakout,2025-10-27 08:00:00,2025-10-27 23:00:00,SHORT,4015.06,3973.36,46.0738,69.68,1898.24,0.6,eod
London breakout,2025-10-30 09:00:00,2025-10-30 23:00:00,LONG,4011.5,4005.5,50.0337,64.54,-324.87,-0.09,eod
London breakout,2025-11-03 10:00:00,2025-11-03 18:00:00,LONG,4027.86,3992.88,92.1885,34.99,-3271.77,-1.0,stop
London breakout,2025-11-04 09:00:00,2025-11-04 09:00:00,SHORT,3966.4,3966.4,93.6766,34.08,-46.84,-0.0,stop
London breakout,2025-11-04 10:00:00,2025-11-04 23:00:00,SHORT,3966.4,3966.4,93.6491,34.08,-46.82,-0.0,stop
London breakout,2025-11-05 11:00:00,2025-11-05 23:00:00,LONG,3986.92,3988.6,102.6255,31.09,121.1,0.05,eod
London breakout,2025-11-06 10:00:00,2025-11-06 23:00:00,SHORT,3982.04,3998.08,85.9269,37.14,-1422.09,-0.43,eod
London breakout,2025-11-10 08:00:00,2025-11-10 23:00:00,LONG,4086.12,4142.94,87.9477,36.12,4954.1,1.57,eod
London breakout,2025-11-11 08:00:00,2025-11-11 09:00:00,LONG,4145.73,4124.52,152.1591,21.2,-3301.85,-1.0,stop
London breakout,2025-11-11 10:00:00,2025-11-11 10:00:00,SHORT,4124.52,4124.52,150.5658,21.2,-75.28,-0.0,stop
London breakout,2025-11-11 11:00:00,2025-11-11 23:00:00,SHORT,4124.52,4110.38,150.4948,21.2,2054.25,0.67,eod
London breakout,2025-11-12 09:00:00,2025-11-12 12:00:00,LONG,4133.38,4202.83,92.462,34.72,6374.33,2.0,tp
London breakout,2025-11-13 08:00:00,2025-11-13 09:00:00,LONG,4239.9,4203.06,88.8588,36.84,-3317.99,-1.0,stop
London breakout,2025-11-13 10:00:00,2025-11-13 21:00:00,SHORT,4203.06,4203.06,87.9461,36.84,-43.97,-0.0,stop
London breakout,2025-11-18 08:00:00,2025-11-18 23:00:00,LONG,4050.18,4074.98,61.6646,52.53,1498.45,0.47,eod
London breakout,2025-11-19 09:00:00,2025-11-19 11:00:00,LONG,4118.9,4074.04,72.5308,44.86,-3290.0,-1.0,stop
London breakout,2025-11-20 08:00:00,2025-11-20 23:00:00,LONG,4077.54,4052.0,82.7034,38.94,-2153.6,-0.66,eod
London breakout,2025-11-24 08:00:00,2025-11-24 21:00:00,LONG,4077.02,4151.15,86.2833,37.07,6353.9,2.0,tp
London breakout,2025-11-26 09:00:00,2025-11-26 23:00:00,SHORT,4146.44,4150.66,123.4857,26.41,-584.09,-0.16,eod
London breakout,2025-12-01 08:00:00,2025-12-01 20:00:00,LONG,4262.02,4215.27,69.6293,46.75,-3289.98,-1.0,stop
London breakout,2025-12-02 09:00:00,2025-12-02 10:00:00,LONG,4226.1,4180.9,71.2657,45.21,-3257.55,-1.0,stop
London breakout,2025-12-02 11:00:00,2025-12-02 21:00:00,SHORT,4180.9,4226.1,70.5373,45.21,-3224.26,-1.0,stop
London breakout,2025-12-03 08:00:00,2025-12-03 22:00:00,LONG,4223.73,4194.4,107.6166,29.33,-3210.2,-1.0,stop
London breakout,2025-12-04 09:00:00,2025-12-04 23:00:00,LONG,4206.34,4216.56,99.7049,31.33,970.13,0.33,eod
London breakout,2025-12-08 08:00:00,2025-12-08 23:00:00,SHORT,4199.42,4186.58,162.0188,19.34,1999.8,0.66,eod
London breakout,2025-12-09 10:00:00,2025-12-09 23:00:00,LONG,4212.65,4206.82,73.6482,42.8,-465.46,-0.14,eod
London breakout,2025-12-11 09:00:00,2025-12-11 11:00:00,LONG,4225.77,4269.51,143.9013,21.87,6222.29,2.0,tp
London breakout,2025-12-15 09:00:00,2025-12-15 23:00:00,SHORT,4324.54,4288.92,126.0757,25.45,4427.78,1.4,eod
London breakout,2025-12-16 08:00:00,2025-12-16 08:00:00,LONG,4292.06,4292.06,155.3881,20.93,-77.69,0.0,stop
London breakout,2025-12-16 09:00:00,2025-12-16 10:00:00,LONG,4292.06,4333.92,155.3139,20.93,6423.78,2.0,tp
London breakout,2025-12-16 11:00:00,2025-12-16 11:00:00,LONG,4292.06,4292.06,158.3459,20.93,-79.17,0.0,stop
London breakout,2025-12-17 08:00:00,2025-12-17 23:00:00,LONG,4342.26,4331.6,92.1446,35.95,-1028.33,-0.3,eod
London breakout,2025-12-18 08:00:00,2025-12-18 08:00:00,LONG,4337.6,4320.48,192.978,17.11,-3398.34,-1.0,stop
London breakout,2025-12-18 09:00:00,2025-12-18 09:00:00,LONG,4337.6,4320.48,190.9354,17.11,-3362.37,-1.0,stop
London breakout,2025-12-18 10:00:00,2025-12-18 11:00:00,LONG,4337.6,4337.6,188.9144,17.11,-94.46,0.0,stop
London breakout,2025-12-22 08:00:00,2025-12-22 19:00:00,LONG,4420.16,4467.61,136.1904,23.72,6392.78,2.0,tp
London breakout,2025-12-23 08:00:00,2025-12-23 09:00:00,LONG,4494.0,4469.27,133.1319,24.74,-3360.25,-1.0,stop
London breakout,2025-12-23 10:00:00,2025-12-23 11:00:00,SHORT,4469.27,4469.27,131.7468,24.74,-65.87,-0.0,stop
London breakout,2025-12-29 08:00:00,2025-12-29 23:00:00,SHORT,4433.84,4363.27,38.1466,85.41,2672.55,0.83,eod
London breakout,2025-12-30 08:00:00,2025-12-30 14:00:00,LONG,4391.52,4349.96,79.0335,41.56,-3324.15,-1.0,stop
London breakout,2026-01-05 08:00:00,2026-01-05 09:00:00,SHORT,4400.98,4439.68,84.0116,38.7,-3293.0,-1.0,stop
London breakout,2026-01-05 10:00:00,2026-01-05 23:00:00,LONG,4439.68,4467.2,83.1498,38.7,2247.54,0.71,eod
London breakout,2026-01-06 09:00:00,2026-01-06 23:00:00,LONG,4475.48,4464.52,97.0262,33.39,-1112.89,-0.33,eod
London breakout,2026-01-07 08:00:00,2026-01-07 23:00:00,SHORT,4441.25,4431.27,96.6495,33.4,915.56,0.3,eod
London breakout,2026-01-08 10:00:00,2026-01-08 23:00:00,LONG,4439.45,4464.46,133.5684,24.23,3274.7,1.03,eod
London breakout,2026-01-12 08:00:00,2026-01-12 23:00:00,LONG,4599.24,4596.15,97.8403,33.41,-351.93,-0.09,eod
London breakout,2026-01-13 08:00:00,2026-01-13 10:00:00,LONG,4601.94,4601.94,114.0753,28.62,-57.04,0.0,stop
London breakout,2026-01-13 11:00:00,2026-01-13 15:00:00,LONG,4601.94,4573.32,114.0354,28.62,-3320.71,-1.0,stop
London breakout,2026-01-14 08:00:00,2026-01-14 09:00:00,LONG,4639.54,4617.69,147.8223,21.85,-3303.83,-1.0,stop
London breakout,2026-01-14 10:00:00,2026-01-14 14:00:00,SHORT,4617.69,4639.54,146.2764,21.85,-3269.28,-1.0,stop
London breakout,2026-01-15 11:00:00,2026-01-15 23:00:00,LONG,4622.76,4600.87,75.4105,41.94,-1688.14,-0.52,eod
London breakout,2026-01-20 08:00:00,2026-01-20 20:00:00,LONG,4737.28,4823.62,72.8621,43.17,6254.48,2.0,tp
London breakout,2026-01-21 10:00:00,2026-01-21 14:00:00,SHORT,4832.38,4832.38,57.5877,55.7,-28.79,-0.0,stop
London breakout,2026-01-22 09:00:00,2026-01-22 16:00:00,LONG,4839.35,4931.05,69.9499,45.85,6379.15,2.0,tp
London breakout,2026-01-27 09:00:00,2026-01-27 11:00:00,SHORT,5057.0,5100.58,75.046,43.58,-3308.03,-1.0,stop
London breakout,2026-01-28 10:00:00,2026-01-28 13:00:00,SHORT,5238.34,5311.24,44.4039,72.9,-3259.25,-1.0,stop
London breakout,2026-01-29 10:00:00,2026-01-29 10:00:00,SHORT,5470.54,5470.54,25.6894,124.73,-12.84,-0.0,stop
London breakout,2026-01-29 11:00:00,2026-01-29 11:00:00,SHORT,5470.54,5221.09,25.6873,124.73,6395.11,2.0,tp
London breakout,2026-02-02 08:00:00,2026-02-02 23:00:00,LONG,4779.02,4808.77,8.6453,377.99,252.79,0.08,eod
London breakout,2026-02-03 08:00:00,2026-02-03 23:00:00,LONG,4949.4,5080.2,23.2286,140.79,3026.69,0.93,eod
London breakout,2026-02-04 09:00:00,2026-02-04 11:00:00,SHORT,5013.02,4856.26,42.1081,78.38,6579.81,2.0,tp
London breakout,2026-02-05 08:00:00,2026-02-05 21:00:00,SHORT,4824.12,4824.12,28.2621,119.1,-14.13,-0.0,stop
London breakout,2026-02-09 10:00:00,2026-02-09 23:00:00,LONG,5045.62,5031.3,53.0121,63.49,-785.64,-0.23,eod
London breakout,2026-02-10 09:00:00,2026-02-10 10:00:00,LONG,5063.06,5010.92,64.4086,52.13,-3389.82,-1.0,stop
London breakout,2026-02-10 11:00:00,2026-02-10 23:00:00,SHORT,5010.92,5045.98,63.7521,52.13,-2267.03,-0.67,eod
London breakout,2026-02-11 08:00:00,2026-02-11 23:00:00,SHORT,5043.28,5069.16,45.2731,72.9,-1194.3,-0.36,eod
London breakout,2026-02-12 08:00:00,2026-02-12 09:00:00,LONG,5080.54,5046.68,97.1214,33.86,-3336.8,-1.0,stop
London breakout,2026-02-12 10:00:00,2026-02-12 11:00:00,SHORT,5046.68,5046.68,96.1215,33.86,-48.06,-0.0,stop
London breakout,2026-02-17 09:00:00,2026-02-17 23:00:00,SHORT,4856.65,4933.58,33.4278,97.33,-2588.55,-0.79,eod
London breakout,2026-02-18 08:00:00,2026-02-18 23:00:00,LONG,4942.1,4984.02,89.5497,36.04,3710.04,1.16,eod
London breakout,2026-02-19 08:00:00,2026-02-19 23:00:00,SHORT,4977.7,4999.44,73.6468,44.32,-1638.64,-0.49,eod
London breakout,2026-02-23 08:00:00,2026-02-23 18:00:00,LONG,5163.3,5246.25,78.2909,41.48,6455.39,2.0,tp
London breakout,2026-02-24 08:00:00,2026-02-24 08:00:00,SHORT,5156.3,5156.3,113.2501,29.24,-56.63,-0.0,stop
London breakout,2026-02-24 09:00:00,2026-02-24 09:00:00,SHORT,5156.3,5097.83,113.2113,29.24,6563.99,2.0,tp
London breakout,2026-02-24 10:00:00,2026-02-24 12:00:00,SHORT,5156.3,5156.3,115.4369,29.24,-57.72,-0.0,stop
London breakout,2026-02-25 11:00:00,2026-02-25 15:00:00,LONG,5210.34,5154.9,60.8625,55.44,-3404.65,-1.0,stop
London breakout,2026-02-26 09:00:00,2026-02-26 23:00:00,SHORT,5160.98,5181.44,75.5114,44.23,-1581.96,-0.46,eod
London breakout,2026-03-02 09:00:00,2026-03-02 15:00:00,SHORT,5340.58,5340.58,42.4479,78.3,-21.22,-0.0,stop
London breakout,2026-03-03 09:00:00,2026-03-03 23:00:00,SHORT,5071.65,5156.52,11.2664,294.97,-961.92,-0.29,eod
London breakout,2026-03-05 08:00:00,2026-03-05 20:00:00,SHORT,5120.0,5120.0,55.0702,60.17,-27.54,-0.0,stop
London breakout,2026-03-09 08:00:00,2026-03-09 14:00:00,SHORT,5079.23,5140.36,54.1963,61.13,-3340.12,-1.0,stop
London breakout,2026-03-10 08:00:00,2026-03-10 13:00:00,LONG,5194.94,5194.94,84.5847,38.77,-42.29,0.0,stop
London breakout,2026-03-11 08:00:00,2026-03-11 17:00:00,SHORT,5175.16,5175.16,92.7966,35.33,-46.4,-0.0,stop
London breakout,2026-03-12 10:00:00,2026-03-12 23:00:00,SHORT,5136.85,5104.02,60.1026,54.53,1943.12,0.6,eod
London breakout,2026-03-16 09:00:00,2026-03-16 23:00:00,LONG,5035.88,5037.7,50.1248,65.77,66.16,0.03,eod
London breakout,2026-03-17 10:00:00,2026-03-17 23:00:00,SHORT,4991.73,4986.73,62.659,52.62,282.59,0.1,eod
London breakout,2026-03-18 08:00:00,2026-03-18 23:00:00,SHORT,4924.58,4849.5,36.0655,91.49,2689.76,0.82,eod
London breakout,2026-03-19 08:00:00,2026-03-19 23:00:00,SHORT,4650.68,4721.5,16.3892,202.96,-1169.04,-0.35,eod
London breakout,2026-03-23 08:00:00,2026-03-23 23:00:00,LONG,4463.02,4333.12,9.0875,364.74,-1185.01,-0.36,eod
London breakout,2026-03-25 10:00:00,2026-03-25 23:00:00,SHORT,4527.66,4520.23,57.1299,57.81,396.48,0.13,eod
London breakout,2026-03-26 11:00:00,2026-03-26 23:00:00,SHORT,4412.6,4446.04,30.195,109.5,-1025.12,-0.31,eod
London breakout,2026-03-30 08:00:00,2026-03-30 20:00:00,LONG,4550.48,4485.88,51.021,64.6,-3321.47,-1.0,stop
London breakout,2026-03-31 08:00:00,2026-03-31 16:00:00,LONG,4581.52,4686.32,62.2612,52.4,6493.84,2.0,tp
London breakout,2026-04-01 08:00:00,2026-04-01 21:00:00,LONG,4747.56,4666.6,41.0958,80.96,-3347.66,-1.0,stop
London breakout,2026-04-07 10:00:00,2026-04-07 15:00:00,SHORT,4622.74,4693.96,46.2496,71.21,-3316.56,-1.0,stop
London breakout,2026-04-08 08:00:00,2026-04-08 23:00:00,SHORT,4770.88,4711.16,44.8917,72.62,2658.49,0.82,eod
London breakout,2026-04-09 08:00:00,2026-04-09 22:00:00,LONG,4746.44,4746.44,75.9684,43.26,-37.98,0.0,stop
NY momentum,2018-01-02 17:00:00,2018-01-02 20:00:00,LONG,1317.23,1318.12,153.6098,6.51,59.91,0.14,eod
NY momentum,2018-01-03 18:00:00,2018-01-03 20:00:00,SHORT,1312.9,1307.04,102.6521,9.74,550.22,0.6,eod
NY momentum,2018-01-04 17:00:00,2018-01-04 20:00:00,LONG,1322.67,1321.93,127.8397,7.86,-158.52,-0.09,eod
NY momentum,2018-01-08 18:00:00,2018-01-08 20:00:00,LONG,1320.22,1317.34,348.1234,2.88,-1176.66,-1.0,stop
NY momentum,2018-01-09 18:00:00,2018-01-09 20:00:00,LONG,1311.6,1311.1,230.0205,4.3,-230.02,-0.12,eod
NY momentum,2018-01-10 17:00:00,2018-01-10 20:00:00,SHORT,1316.58,1318.02,229.2181,4.3,-444.68,-0.33,eod
NY momentum,2018-01-16 17:00:00,2018-01-16 20:00:00,LONG,1338.23,1343.59,173.7669,5.64,844.51,0.95,eod
NY momentum,2018-01-17 17:00:00,2018-01-17 20:00:00,SHORT,1326.54,1325.8,68.5848,14.4,16.46,0.05,eod
NY momentum,2018-01-18 18:00:00,2018-01-18 20:00:00,SHORT,1326.33,1330.56,233.4381,4.23,-1104.16,-1.0,stop
NY momentum,2018-01-22 17:00:00,2018-01-22 20:00:00,LONG,1333.68,1336.49,263.5768,3.7,608.86,0.76,eod
NY momentum,2018-01-23 17:00:00,2018-01-23 20:00:00,LONG,1341.08,1340.85,193.2949,5.07,-141.11,-0.05,eod
NY momentum,2018-01-24 17:00:00,2018-01-24 20:00:00,LONG,1358.09,1359.35,111.094,8.8,84.43,0.14,eod
NY momentum,2018-01-25 18:00:00,2018-01-25 20:00:00,SHORT,1346.9,1352.8,43.9315,22.26,-281.16,-0.27,eod
NY momentum,2018-01-29 17:00:00,2018-01-29 20:00:00,SHORT,1339.86,1340.15,191.5295,5.09,-151.31,-0.06,eod
NY momentum,2018-01-30 18:00:00,2018-01-30 20:00:00,SHORT,1338.33,1338.61,210.0247,4.63,-163.82,-0.06,eod
NY momentum,2018-01-31 17:00:00,2018-01-31 20:00:00,LONG,1344.61,1342.64,65.6551,14.77,-162.17,-0.13,eod
NY momentum,2018-02-01 17:00:00,2018-02-01 20:00:00,LONG,1348.31,1348.97,98.7527,9.8,15.8,0.07,eod
NY momentum,2018-02-05 17:00:00,2018-02-05 20:00:00,LONG,1339.13,1340.57,116.4188,8.31,109.43,0.17,eod
NY momentum,2018-02-06 17:00:00,2018-02-06 20:00:00,SHORT,1323.93,1329.15,100.9335,9.59,-577.34,-0.54,eod
NY momentum,2018-02-07 17:00:00,2018-02-07 20:00:00,LONG,1317.99,1316.89,133.1959,7.22,-213.11,-0.15,eod
NY momentum,2018-02-08 18:00:00,2018-02-08 20:00:00,SHORT,1319.06,1319.28,204.4514,4.69,-147.21,-0.05,eod
NY momentum,2018-02-12 17:00:00,2018-02-12 20:00:00,SHORT,1322.09,1323.11,218.3523,4.38,-331.9,-0.23,eod
NY momentum,2018-02-13 17:00:00,2018-02-13 20:00:00,LONG,1329.09,1332.12,286.7386,3.32,725.45,0.91,eod
NY momentum,2018-02-14 17:00:00,2018-02-14 20:00:00,LONG,1350.42,1352.26,141.4761,6.77,189.58,0.27,eod
NY momentum,2018-02-15 18:00:00,2018-02-15 20:00:00,LONG,1353.72,1354.32,214.0584,4.48,21.41,0.13,eod
NY momentum,2018-02-20 18:00:00,2018-02-20 20:00:00,SHORT,1329.11,1327.86,284.3102,3.37,213.23,0.37,eod
NY momentum,2018-02-21 18:00:00,2018-02-21 20:00:00,SHORT,1324.59,1324.73,69.3302,13.83,-44.37,-0.01,eod
NY momentum,2018-02-22 18:00:00,2018-02-22 20:00:00,LONG,1331.22,1328.84,402.5402,2.38,-1159.32,-1.0,stop
NY momentum,2018-02-26 17:00:00,2018-02-26 20:00:00,LONG,1333.34,1335.67,334.9077,2.82,612.88,0.83,eod
NY momentum,2018-02-27 17:00:00,2018-02-27 20:00:00,LONG,1318.14,1317.53,248.4016,3.82,-275.73,-0.16,eod
NY momentum,2018-02-28 17:00:00,2018-02-28 20:00:00,SHORT,1317.88,1316.07,281.2187,3.36,368.4,0.54,eod
NY momentum,2018-03-01 17:00:00,2018-03-01 20:00:00,LONG,1316.73,1317.64,54.9404,17.24,22.53,0.05,eod
NY momentum,2018-03-05 18:00:00,2018-03-05 20:00:00,LONG,1319.94,1322.54,305.5236,3.1,641.6,0.84,eod
NY momentum,2018-03-06 17:00:00,2018-03-06 20:00:00,LONG,1334.17,1334.17,247.9197,3.84,-123.96,0.0,stop
NY momentum,2018-03-07 17:00:00,2018-03-07 20:00:00,SHORT,1325.12,1326.83,165.1361,5.75,-364.95,-0.3,eod
NY momentum,2018-03-08 17:00:00,2018-03-08 19:00:00,LONG,1321.59,1318.84,343.6572,2.75,-1116.89,-1.0,stop
NY momentum,2018-03-12 17:00:00,2018-03-12 20:00:00,LONG,1322.78,1324.2,150.35,6.2,138.32,0.23,eod
NY momentum,2018-03-13 17:00:00,2018-03-13 20:00:00,SHORT,1326.3,1324.78,316.2039,2.95,322.53,0.52,eod
NY momentum,2018-03-14 18:00:00,2018-03-14 20:00:00,LONG,1324.43,1326.8,392.6243,2.38,734.21,1.0,eod
NY momentum,2018-03-15 17:00:00,2018-03-15 20:00:00,SHORT,1315.87,1315.43,211.1966,4.45,-12.67,0.1,eod
NY momentum,2018-03-19 18:00:00,2018-03-19 20:00:00,SHORT,1316.93,1316.16,383.1192,2.45,103.44,0.31,eod
NY momentum,2018-03-20 17:00:00,2018-03-20 20:00:00,LONG,1310.79,1310.99,279.0955,3.36,-83.73,0.06,eod
NY momentum,2018-03-21 18:00:00,2018-03-21 20:00:00,LONG,1331.89,1333.85,53.3977,17.52,77.96,0.11,eod
NY momentum,2018-03-22 17:00:00,2018-03-22 20:00:00,LONG,1328.63,1338.52,173.6625,5.39,1630.69,1.83,eod
NY momentum,2018-03-26 17:00:00,2018-03-26 20:00:00,SHORT,1353.11,1351.04,252.3818,3.77,396.24,0.55,eod
NY momentum,2018-03-28 17:00:00,2018-03-28 20:00:00,SHORT,1325.18,1326.06,171.307,5.57,-236.4,-0.16,eod
NY momentum,2018-04-02 17:00:00,2018-04-02 20:00:00,LONG,1340.99,1340.7,164.5258,5.78,-129.98,-0.05,eod
NY momentum,2018-04-03 18:00:00,2018-04-03 20:00:00,SHORT,1332.42,1332.45,204.4907,4.64,-108.38,-0.01,eod
NY momentum,2018-04-04 18:00:00,2018-04-04 20:00:00,SHORT,1332.67,1330.55,192.8168,4.91,312.36,0.43,eod
NY momentum,2018-04-05 17:00:00,2018-04-05 19:00:00,LONG,1325.97,1330.49,419.8629,2.26,1687.85,2.0,tp
NY momentum,2018-04-09 18:00:00,2018-04-09 20:00:00,LONG,1336.23,1337.7,351.7041,2.74,341.15,0.54,eod
NY momentum,2018-04-11 17:00:00,2018-04-11 20:00:00,SHORT,1353.15,1351.57,88.4805,10.91,95.56,0.14,eod
NY momentum,2018-04-12 17:00:00,2018-04-12 20:00:00,SHORT,1334.5,1337.65,156.5374,6.17,-571.36,-0.51,eod
NY momentum,2018-04-16 17:00:00,2018-04-16 19:00:00,SHORT,1345.43,1348.21,345.086,2.78,-1131.88,-1.0,stop
NY momentum,2018-04-17 17:00:00,2018-04-17 20:00:00,LONG,1346.85,1344.89,482.8035,1.96,-1187.7,-1.0,stop
NY momentum,2018-04-18 18:00:00,2018-04-18 20:00:00,SHORT,1349.3,1349.0,206.6528,4.51,-41.33,0.07,eod
NY momentum,2018-04-19 18:00:00,2018-04-19 20:00:00,SHORT,1345.31,1344.73,324.236,2.87,25.94,0.2,eod
NY momentum,2018-04-23 17:00:00,2018-04-23 20:00:00,LONG,1324.69,1325.95,284.1577,3.27,215.96,0.39,eod
NY momentum,2018-04-24 17:00:00,2018-04-24 20:00:00,SHORT,1330.3,1330.64,339.3921,2.74,-285.09,-0.12,eod
NY momentum,2018-04-25 18:00:00,2018-04-25 20:00:00,LONG,1322.07,1323.2,342.7358,2.7,215.92,0.42,eod
NY momentum,2018-04-26 18:00:00,2018-04-26 20:00:00,SHORT,1317.14,1316.87,477.233,1.94,-109.76,0.14,eod
NY momentum,2018-04-30 17:00:00,2018-04-30 20:00:00,SHORT,1315.2,1314.96,147.8122,6.24,-38.43,0.04,eod
NY momentum,2018-05-01 17:00:00,2018-05-01 20:00:00,SHORT,1303.68,1306.25,241.1584,3.82,-740.36,-0.67,eod
NY momentum,2018-05-02 17:00:00,2018-05-02 20:00:00,SHORT,1304.8,1308.25,95.863,9.52,-378.66,-0.36,eod
NY momentum,2018-05-03 18:00:00,2018-05-03 20:00:00,SHORT,1312.1,1312.03,212.2312,4.28,-91.26,0.02,eod
NY momentum,2018-05-07 17:00:00,2018-05-07 20:00:00,LONG,1313.72,1315.53,482.1149,1.88,631.57,0.96,eod
NY momentum,2018-05-08 17:00:00,2018-05-08 20:00:00,LONG,1314.34,1313.07,142.6773,6.38,-252.54,-0.2,eod
NY momentum,2018-05-09 17:00:00,2018-05-09 20:00:00,LONG,1312.24,1311.3,347.5258,2.61,-500.44,-0.36,eod
NY momentum,2018-05-10 18:00:00,2018-05-10 20:00:00,LONG,1321.24,1321.82,308.322,2.92,24.67,0.2,eod
NY momentum,2018-05-14 17:00:00,2018-05-14 20:00:00,SHORT,1313.37,1314.22,138.9498,6.47,-187.58,-0.13,eod
NY momentum,2018-05-15 17:00:00,2018-05-15 20:00:00,SHORT,1290.58,1292.58,213.9462,4.19,-534.87,-0.48,eod
NY momentum,2018-05-16 18:00:00,2018-05-16 20:00:00,SHORT,1290.51,1290.52,253.5659,3.51,-129.32,-0.0,eod
NY momentum,2018-05-17 18:00:00,2018-05-17 20:00:00,SHORT,1290.45,1289.83,452.7833,1.96,54.33,0.32,eod
NY momentum,2018-05-21 17:00:00,2018-05-21 20:00:00,LONG,1292.4,1292.3,246.7228,3.59,-148.03,-0.03,eod
NY momentum,2018-05-22 18:00:00,2018-05-22 20:00:00,SHORT,1291.09,1294.47,261.2488,3.38,-1013.65,-1.0,stop
NY momentum,2018-05-23 17:00:00,2018-05-23 20:00:00,LONG,1293.19,1295.0,143.5878,6.07,188.1,0.3,eod
NY momentum,2018-05-24 17:00:00,2018-05-24 20:00:00,SHORT,1304.41,1304.41,459.3375,1.9,-229.67,-0.0,stop
NY momentum,2018-05-29 17:00:00,2018-05-29 20:00:00,SHORT,1298.55,1301.83,150.1986,5.78,-567.75,-0.57,eod
NY momentum,2018-05-30 18:00:00,2018-05-30 19:00:00,SHORT,1301.61,1303.15,559.558,1.54,-1141.5,-1.0,stop
NY momentum,2018-05-31 18:00:00,2018-05-31 20:00:00,SHORT,1299.1,1299.45,198.0155,4.28,-168.31,-0.08,eod
NY momentum,2018-06-04 17:00:00,2018-06-04 20:00:00,SHORT,1291.73,1291.23,368.9229,2.29,0.0,0.22,eod
NY momentum,2018-06-05 17:00:00,2018-06-05 20:00:00,SHORT,1296.12,1297.43,252.3918,3.34,-456.83,-0.39,eod
NY momentum,2018-06-06 17:00:00,2018-06-06 20:00:00,SHORT,1296.25,1296.12,252.1562,3.32,-93.3,0.04,eod
NY momentum,2018-06-07 18:00:00,2018-06-07 20:00:00,SHORT,1296.78,1296.86,263.3958,3.17,-152.77,-0.03,eod
NY momentum,2018-06-11 18:00:00,2018-06-11 19:00:00,LONG,1300.23,1298.5,480.9942,1.73,-1072.62,-1.0,stop
NY momentum,2018-06-12 17:00:00,2018-06-12 20:00:00,SHORT,1295.68,1294.96,356.0821,2.3,78.34,0.31,eod
NY momentum,2018-06-13 17:00:00,2018-06-13 20:00:00,LONG,1299.12,1298.9,97.0334,8.43,-69.86,-0.03,eod
NY momentum,2018-06-14 17:00:00,2018-06-14 20:00:00,SHORT,1302.08,1301.33,249.0268,3.28,62.26,0.23,eod
NY momentum,2018-06-18 17:00:00,2018-06-18 19:00:00,SHORT,1278.14,1281.44,247.3289,3.3,-939.85,-1.0,stop
NY momentum,2018-06-19 18:00:00,2018-06-19 20:00:00,SHORT,1275.01,1273.87,247.8616,3.25,158.63,0.35,eod
NY momentum,2018-06-20 17:00:00,2018-06-20 20:00:00,SHORT,1267.62,1269.53,142.8896,5.64,-344.36,-0.34,eod
NY momentum,2018-06-21 18:00:00,2018-06-21 20:00:00,SHORT,1267.12,1268.43,256.1467,3.13,-463.63,-0.42,eod
NY momentum,2018-06-25 17:00:00,2018-06-25 20:00:00,SHORT,1265.25,1266.55,253.4466,3.14,-456.2,-0.41,eod
NY momentum,2018-06-26 17:00:00,2018-06-26 20:00:00,SHORT,1258.86,1258.84,247.6467,3.19,-118.87,0.01,eod
NY momentum,2018-06-27 17:00:00,2018-06-27 20:00:00,SHORT,1251.46,1253.46,176.9811,4.45,-442.45,-0.45,eod
NY momentum,2018-06-28 17:00:00,2018-06-28 20:00:00,SHORT,1247.97,1248.08,161.6233,4.84,-98.59,-0.02,eod
NY momentum,2018-07-05 17:00:00,2018-07-05 20:00:00,LONG,1257.71,1256.71,228.8747,3.41,-343.31,-0.29,eod
NY momentum,2018-07-09 18:00:00,2018-07-09 20:00:00,SHORT,1257.7,1258.03,324.6381,2.39,-269.45,-0.14,eod
NY momentum,2018-07-10 17:00:00,2018-07-10 20:00:00,LONG,1255.43,1253.15,338.4068,2.28,-940.77,-1.0,stop
NY momentum,2018-07-11 17:00:00,2018-07-11 20:00:00,SHORT,1241.45,1241.35,212.4211,3.58,-84.97,0.03,eod
NY momentum,2018-07-12 17:00:00,2018-07-12 20:00:00,LONG,1247.2,1246.62,298.6441,2.54,-322.54,-0.23,eod
NY momentum,2018-07-16 17:00:00,2018-07-16 20:00:00,LONG,1240.71,1239.08,271.1645,2.78,-577.58,-0.59,eod
NY momentum,2018-07-17 17:00:00,2018-07-17 20:00:00,LONG,1227.4,1227.89,313.7419,2.38,-3.14,0.21,eod
NY momentum,2018-07-18 18:00:00,2018-07-18 20:00:00,LONG,1226.99,1227.24,420.9636,1.77,-105.24,0.14,eod
NY momentum,2018-07-19 17:00:00,2018-07-19 20:00:00,LONG,1222.52,1221.92,57.7841,12.84,-63.56,-0.05,eod
NY momentum,2018-07-23 18:00:00,2018-07-23 20:00:00,LONG,1224.76,1223.22,283.9172,2.61,-579.19,-0.59,eod
NY momentum,2018-07-24 17:00:00,2018-07-24 20:00:00,SHORT,1224.4,1225.73,314.9409,2.33,-576.34,-0.57,eod
